,Year,Category,Cat_Type,Winner,Winning_Artist,Winning_Album,GenderAwards,Decade,Cat_Count,Cat_Type_Count,Winner_Count,Artist_Wins,Album_Wins
795,1989,Country Male,Male Artist,Randy Travis ,Randy Travis ,,Male,1980,44,156,3,10.0,
807,1989,Country Female,Female Artist,Reba Mcentire,Reba Mcentire,,Female,1980,44,148,13,13.0,
796,1990,Country Male,Male Artist,Randy Travis ,Randy Travis ,,Male,1990,44,156,3,10.0,
808,1990,Country Female,Female Artist,Reba Mcentire,Reba Mcentire,,Female,1990,44,148,13,13.0,
392,1991,Country Male,Male Artist,George Strait,George Strait,,Male,1990,44,156,1,1.0,
395,1991,Country Male,Male Artist,George Strait ,George Strait ,,Male,1990,44,156,2,4.0,
809,1991,Country Female,Female Artist,Reba Mcentire,Reba Mcentire,,Female,1990,44,148,13,13.0,
810,1991,Country Female,Female Artist,Reba Mcentire,Reba Mcentire,,Female,1990,44,148,13,13.0,
377,1992,Country Male,Male Artist,Garth Brooks ,Garth Brooks ,,Male,1990,44,156,11,17.0,
811,1992,Country Female,Female Artist,Reba Mcentire,Reba Mcentire,,Female,1990,44,148,13,13.0,
378,1993,Country Male,Male Artist,Garth Brooks ,Garth Brooks ,,Male,1990,44,156,11,17.0,
812,1993,Country Female,Female Artist,Reba Mcentire,Reba Mcentire,,Female,1990,44,148,13,13.0,
379,1994,Country Male,Male Artist,Garth Brooks ,Garth Brooks ,,Male,1990,44,156,11,17.0,
813,1994,Country Female,Female Artist,Reba Mcentire,Reba Mcentire,,Female,1990,44,148,13,13.0,
380,1995,Country Male,Male Artist,Garth Brooks ,Garth Brooks ,,Male,1990,44,156,11,17.0,
814,1995,Country Female,Female Artist,Reba Mcentire,Reba Mcentire,,Female,1990,44,148,13,13.0,
381,1996,Country Male,Male Artist,Garth Brooks ,Garth Brooks ,,Male,1990,44,156,11,17.0,
815,1996,Country Female,Female Artist,Reba Mcentire,Reba Mcentire,,Female,1990,44,148,13,13.0,
382,1997,Country Male,Male Artist,Garth Brooks ,Garth Brooks ,,Male,1990,44,156,11,17.0,
856,1997,Country Female,Female Artist,Shania Twain,Shania Twain,,Female,1990,44,148,5,5.0,
396,1998,Country Male,Male Artist,George Strait ,George Strait ,,Male,1990,44,156,2,4.0,
816,1998,Country Female,Female Artist,Reba Mcentire,Reba Mcentire,,Female,1990,44,148,13,13.0,
383,1999,Country Male,Male Artist,Garth Brooks ,Garth Brooks ,,Male,1990,44,156,11,17.0,
857,1999,Country Female,Female Artist,Shania Twain,Shania Twain,,Female,1990,44,148,5,5.0,
384,2000,Country Male,Male Artist,Garth Brooks ,Garth Brooks ,,Male,2000,44,156,11,17.0,
858,2000,Country Female,Female Artist,Shania Twain,Shania Twain,,Female,2000,44,148,5,5.0,
350,2001,Country Female,Female Artist,Faith Hill,Faith Hill,,Female,2000,44,148,4,4.0,
937,2001,Country Male,Male Artist,Tim Mcgraw,Tim Mcgraw,,Male,2000,44,156,6,6.0,
351,2002,Country Female,Female Artist,Faith Hill,Faith Hill,,Female,2000,44,148,4,4.0,
938,2002,Country Male,Male Artist,Tim Mcgraw,Tim Mcgraw,,Male,2000,44,156,6,6.0,
644,2003,Country Female,Female Artist,Martina Mcbride ,Martina Mcbride ,,Female,2000,44,148,1,1.0,
939,2003,Country Male,Male Artist,Tim Mcgraw,Tim Mcgraw,,Male,2000,44,156,6,6.0,
817,2004,Country Female,Female Artist,Reba Mcentire,Reba Mcentire,,Female,2000,44,148,13,13.0,
953,2004,Country Male,Male Artist,Toby Keith ,Toby Keith ,,Male,2000,44,156,2,3.0,
416,2005,Country Female,Female Artist,Gretchen Wilson ,Gretchen Wilson ,,Female,2000,44,148,2,2.0,
940,2005,Country Male,Male Artist,Tim Mcgraw,Tim Mcgraw,,Male,2000,44,156,6,6.0,
352,2006,Country Female,Female Artist,Faith Hill,Faith Hill,,Female,2000,44,148,4,4.0,
954,2006,Country Male,Male Artist,Toby Keith ,Toby Keith ,,Male,2000,44,156,2,3.0,
198,2007,Country Female,Female Artist,Carrie Underwood,Carrie Underwood,,Female,2000,44,148,8,8.0,
941,2007,Country Male,Male Artist,Tim Mcgraw,Tim Mcgraw,,Male,2000,44,156,6,6.0,
152,2008,Country Male,Male Artist,Brad Paisley ,Brad Paisley ,,Male,2000,44,156,2,2.0,
906,2008,Country Female,Female Artist,Taylor Swift,Taylor Swift,,Female,2000,44,148,18,23.0,
510,2009,Country Male,Male Artist,Keith Urban ,Keith Urban ,,Male,2000,44,156,2,4.0,
907,2009,Country Female,Female Artist,Taylor Swift,Taylor Swift,,Female,2000,44,148,18,23.0,
153,2010,Country Male,Male Artist,Brad Paisley ,Brad Paisley ,,Male,2010,44,156,2,2.0,
908,2010,Country Female,Female Artist,Taylor Swift,Taylor Swift,,Female,2010,44,148,18,23.0,
134,2011,Country Male,Male Artist,Blake Shelton ,Blake Shelton ,,Male,2010,44,156,1,1.0,
909,2011,Country Female,Female Artist,Taylor Swift,Taylor Swift,,Female,2010,44,148,18,23.0,
602,2012,Country Male,Male Artist,Luke Bryan ,Luke Bryan ,,Male,2010,44,156,4,4.0,
910,2012,Country Female,Female Artist,Taylor Swift,Taylor Swift,,Female,2010,44,148,18,23.0,
603,2013,Country Male,Male Artist,Luke Bryan ,Luke Bryan ,,Male,2010,44,156,4,4.0,
911,2013,Country Female,Female Artist,Taylor Swift,Taylor Swift,,Female,2010,44,148,18,23.0,
199,2014,Country Female,Female Artist,Carrie Underwood,Carrie Underwood,,Female,2010,44,148,8,8.0,
604,2014,Country Male,Male Artist,Luke Bryan ,Luke Bryan ,,Male,2010,44,156,4,4.0,
200,2015,Country Female,Female Artist,Carrie Underwood,Carrie Underwood,,Female,2010,44,148,8,8.0,
605,2015,Country Male,Male Artist,Luke Bryan ,Luke Bryan ,,Male,2010,44,156,4,4.0,
